Tue Oct 22 10:06:23 2019,264B,71,deg F,1111,ppm
Tue Oct 22 10:06:23 2019,Admin Office,73,deg F,,
Tue Oct 22 10:06:23 2019,AHS Weather Station,47,deg F,,
Tue Oct 22 10:06:23 2019,Arts & Ceramic,75,deg F,,
Tue Oct 22 10:06:23 2019,Athletic Director,71,deg F,,
Tue Oct 22 10:06:23 2019,CADD & Graphics,79,deg F,,
Tue Oct 22 10:06:23 2019,CC Band & Choral ZN1,72,deg F,586,ppm
Tue Oct 22 10:06:23 2019,CC Entry Hall & Common,71,deg F,543,ppm
Tue Oct 22 10:06:23 2019,CC Multizone ZN1,65,deg F,257,ppm
Tue Oct 22 10:06:23 2019,CC Multizone ZN2,66,deg F,,
Tue Oct 22 10:06:23 2019,CC Multizone ZN3,67,noUnits,,
Tue Oct 22 10:06:23 2019,CC Multizone ZN4,66,noUnits,,
Tue Oct 22 10:06:23 2019,CC Scene Shop,63,deg F,455,ppm
Tue Oct 22 10:06:23 2019,CC Seating,66,deg F,549,ppm
Tue Oct 22 10:06:23 2019,CC Stage,66,deg F,517,ppm
Tue Oct 22 10:06:23 2019,Computer Office,72,deg F,,
Tue Oct 22 10:06:23 2019,Dunn Gym,71,deg F,517,ppm
Tue Oct 22 10:06:23 2019,Field House NE,66,deg F,892,ppm
Tue Oct 22 10:06:23 2019,Field House NW,65,deg F,1175,ppm
Tue Oct 22 10:06:23 2019,Field House SE,72,deg F,907,ppm
Tue Oct 22 10:06:23 2019,Field House SW,66,deg F,1111,ppm
Tue Oct 22 10:06:23 2019,Guidance,70,deg F,,
Tue Oct 22 10:06:23 2019,Kit Conf,74,deg F,,
Tue Oct 22 10:06:23 2019,Kit Office,73,deg F,,
Tue Oct 22 10:06:23 2019,Locker Rooms,74,deg F,,
Tue Oct 22 10:06:23 2019,Main Lobby,71,deg F,,
Tue Oct 22 10:06:23 2019,Outside Air,52,deg F,591,ppm
Tue Oct 22 10:06:23 2019,Principal Office,71,deg F,,
